Subgrid_ID,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,Species
N18W27 _161,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N18W27 _177,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N18W27 _178,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N18W27 _179,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N18W27 _180,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N18W27 _195,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N18W27 _196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N18W27 _198,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N18W27 _199,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N18W27 _215,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N18W27 _216,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N18W27 _217,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N18W27 _218,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N18W27 _235,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N18W27 _236,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _283,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _284,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _306,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N19W26 _307,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W26 _308,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N19W26 _309,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _331,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _332,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N19W26 _333,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N19W26 _334,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N19W26 _354,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _355,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _358,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N19W26 _378,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _382,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W26 _413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W27 _252,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N19W27 _253,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W27 _254,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N19W27 _255,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N19W27 _256,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N19W27 _277,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W27 _278,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N19W27 _279,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N19W27 _280,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W27 _281,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W27 _300,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N19W27 _301,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W27 _302,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N19W27 _303,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W27 _304,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W27 _305,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W27 _324,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N19W27 _326,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W27 _327,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N19W27 _328,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N19W27 _348,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N19W27 _372,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N19W27 _373,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W27 _377,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N19W27 _407,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N19W27 _408,0,0,0,0,0,1,0,0,0,0,0,0,SP1
N19W28 _251,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N19W28 _366,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W28 _367,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W28 _368,1,0,0,0,0,0,1,0,0,0,0,NA,SP1
N19W28 _402,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W28 _404,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N19W28 _405,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N19W28 _406,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N19W29 _337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N19W29 _338,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W29 _339,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W29 _360,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N19W29 _361,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W29 _362,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N19W29 _363,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N19W29 _364,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N20W26 _448,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N20W26 _483,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N20W26 _484,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _485,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _486,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N20W26 _487,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _518,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N20W26 _519,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _520,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _521,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N20W26 _553,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N20W26 _554,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _555,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _556,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N20W26 _588,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _589,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _591,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W26 _592,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N20W27 _444,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N20W27 _445,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,SP1
N20W27 _477,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W27 _478,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N20W27 _479,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N20W27 _480,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N20W27 _482,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W27 _512,0,0,0,0,0,0,0,0,0,1,0,0,SP1
N20W27 _513,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N20W27 _514,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W27 _517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W27 _548,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N20W27 _552,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N20W27 _583,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N20W28 _437,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N20W28 _439,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W28 _440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W28 _472,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W28 _473,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W28 _508,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N20W28 _509,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W28 _543,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W28 _544,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N20W28 _545,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N20W28 _546,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W28 _613,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W29 _398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W29 _399,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W29 _501,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N20W29 _502,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N20W29 _503,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W29 _536,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W29 _538,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N20W29 _571,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N20W29 _573,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N20W29 _574,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W29 _606,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W29 _608,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N20W30 _500,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N20W30 _531,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N20W30 _535,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N20W30 _566,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N20W30 _570,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N20W30 _601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W24 _822,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W24 _823,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W24 _875,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W24 _876,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W24 _935,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W24 _936,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N21W24 _937,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N21W24 _938,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N21W25 _769,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N21W25 _770,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W25 _816,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W25 _821,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W25 _874,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N21W25 _929,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W25 _930,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W25 _931,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N21W25 _932,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _623,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _626,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _627,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _673,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W26 _719,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N21W26 _720,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _765,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N21W26 _766,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _811,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _812,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N21W26 _813,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _814,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _864,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N21W26 _865,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W26 _866,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N21W26 _867,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N21W26 _921,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W26 _924,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N21W28 _658,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N21W28 _659,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N21W28 _660,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W28 _661,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N21W28 _663,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W28 _705,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W28 _709,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N21W28 _710,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N21W28 _752,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N21W28 _799,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W28 _800,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N21W29 _653,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N21W29 _654,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N21W29 _701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W29 _702,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N21W29 _794,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W29 _847,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W29 _848,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N21W29 _849,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W29 _907,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W29 _908,0,0,1,0,0,0,0,0,0,0,NA,NA,SP1
N21W30 _648,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W30 _695,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W30 _696,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N21W30 _697,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N21W30 _698,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W30 _742,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W30 _743,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N21W30 _744,0,1,0,0,0,0,0,0,0,0,0,0,SP1
N21W30 _745,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N21W30 _788,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W30 _789,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N21W30 _842,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W30 _843,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,SP1
N21W30 _844,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W30 _901,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N21W30 _902,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W31 _736,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W31 _737,0,0,0,0,0,0,0,1,0,NA,NA,NA,SP1
N21W31 _738,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W31 _783,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W31 _784,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N21W31 _785,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W31 _839,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N21W31 _897,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W23 _997,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W23 _998,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W24 _1051,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W24 _991,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W24 _994,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N22W24 _995,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W25 _987,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W25 _990,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W26 _1039,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W26 _1040,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N22W26 _1096,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N22W26 _1097,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N22W26 _1098,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W26 _1155,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W26 _1156,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W26 _1214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W26 _1215,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W26 _980,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W26 _982,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W27 _1033,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W27 _1034,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N22W27 _1035,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W27 _1091,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W27 _1092,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N22W27 _1093,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W27 _1094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W27 _1095,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N22W27 _1149,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N22W27 _1151,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N22W27 _1152,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N22W27 _916,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N22W27 _918,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W27 _919,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W27 _975,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W27 _977,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W27 _979,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W28 _1027,0,0,0,0,0,0,0,0,1,0,0,NA,SP1
N22W28 _1084,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W28 _1085,1,0,1,1,0,0,1,0,NA,NA,NA,NA,SP1
N22W28 _1086,0,0,1,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W28 _1087,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W28 _1142,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W28 _1143,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W28 _1145,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
