Subgrid_ID,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,Species
N22W28 _1200,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W28 _1201,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W28 _1202,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W28 _969,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W28 _970,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N22W28 _971,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N22W28 _972,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W29 _1023,0,0,0,0,1,0,0,0,0,NA,NA,NA,SP1
N22W29 _1024,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N22W29 _1025,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W29 _1082,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W29 _1083,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W29 _1140,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W29 _1141,0,0,1,0,0,0,0,0,0,0,NA,NA,SP1
N22W29 _1195,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W29 _1196,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W29 _1197,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W29 _1198,0,1,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W29 _966,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W29 _967,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W30 _1015,0,0,1,1,0,0,0,1,NA,NA,NA,NA,SP1
N22W30 _1073,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W30 _1075,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W30 _1076,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W30 _1131,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N22W30 _1132,0,1,0,0,0,0,0,0,0,0,NA,NA,SP1
N22W30 _1133,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,SP1
N22W30 _1134,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W30 _1189,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W30 _1193,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W30 _1194,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W30 _957,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N22W31 _1009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W31 _1012,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,SP1
N22W31 _1013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W31 _1014,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N22W31 _1067,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W31 _1070,0,0,0,1,0,0,0,0,0,0,NA,NA,SP1
N22W31 _1072,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N22W31 _1125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W31 _1128,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N22W31 _1130,0,0,0,0,0,0,0,0,0,0,0,NA,SP1
N22W31 _1184,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W31 _1186,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W31 _1187,1,0,1,0,0,0,1,0,0,0,0,0,SP1
N22W31 _1188,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W31 _954,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W31 _955,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N22W31 _956,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N22W32 _1007,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N22W32 _1008,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W32 _1065,0,0,0,0,0,0,0,1,0,NA,NA,NA,SP1
N22W32 _1066,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W32 _1122,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N22W32 _1123,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W32 _949,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N22W32 _950,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W26 _1271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W26 _1272,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N23W26 _1273,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N23W26 _1274,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W26 _1314,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W26 _1353,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W26 _1354,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N23W26 _1355,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W26 _1393,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N23W26 _1394,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N23W26 _1395,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP1
N23W26 _1436,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N23W26 _1480,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N23W26 _1481,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N23W26 _1482,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N23W26 _1483,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N23W26 _1484,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP1
N23W27 _1206,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W27 _1209,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP1
N23W27 _1210,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W27 _1264,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W27 _1305,0,0,0,0,0,0,0,0,0,0,NA,NA,SP1
N23W27 _1347,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N23W27 _1348,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP1
N23W27 _1389,0,0,0,0,1,0,0,0,NA,NA,NA,NA,SP1
N23W27 _1390,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N23W27 _1392,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W27 _1431,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP1
N23W27 _1477,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP1
N23W27 _1478,0,0,0,0,0,0,0,0,0,0,0,0,SP1
N18W27 _161,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N18W27 _177,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N18W27 _178,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N18W27 _179,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N18W27 _180,0,0,0,0,0,0,0,0,0,0,0,NA,SP2
N18W27 _195,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N18W27 _196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N18W27 _198,0,0,0,0,0,0,0,0,0,0,NA,NA,SP2
N18W27 _199,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N18W27 _215,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N18W27 _216,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N18W27 _217,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP2
N18W27 _218,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N18W27 _235,0,0,0,0,0,0,0,0,0,0,NA,NA,SP2
N18W27 _236,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _283,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _284,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _306,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N19W26 _307,0,0,0,0,1,0,0,0,0,0,1,0,SP2
N19W26 _308,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP2
N19W26 _309,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _331,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _332,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N19W26 _333,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N19W26 _334,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N19W26 _354,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _355,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _358,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N19W26 _378,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _382,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W26 _413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W27 _252,0,0,0,0,0,0,0,0,0,0,NA,NA,SP2
N19W27 _253,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W27 _254,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N19W27 _255,0,0,0,0,0,0,0,0,0,0,NA,NA,SP2
N19W27 _256,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N19W27 _277,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W27 _278,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N19W27 _279,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N19W27 _280,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W27 _281,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W27 _300,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N19W27 _301,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N19W27 _302,0,0,0,0,1,0,0,0,0,0,NA,NA,SP2
N19W27 _303,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N19W27 _304,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W27 _305,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W27 _324,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N19W27 _326,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N19W27 _327,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N19W27 _328,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N19W27 _348,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N19W27 _372,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP2
N19W27 _373,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W27 _377,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N19W27 _407,0,0,1,0,0,0,0,0,0,NA,NA,NA,SP2
N19W27 _408,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N19W28 _251,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N19W28 _366,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W28 _367,0,0,0,0,0,0,0,1,0,0,0,0,SP2
N19W28 _368,0,0,0,0,0,0,0,0,0,0,0,NA,SP2
N19W28 _402,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W28 _404,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N19W28 _405,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N19W28 _406,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N19W29 _337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N19W29 _338,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N19W29 _339,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N19W29 _360,0,0,0,0,0,0,0,0,0,0,0,NA,SP2
N19W29 _361,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N19W29 _362,0,0,0,0,0,0,0,0,0,0,NA,NA,SP2
N19W29 _363,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N19W29 _364,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP2
N20W26 _448,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N20W26 _483,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N20W26 _484,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _485,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _486,0,0,0,0,0,0,0,0,0,0,0,NA,SP2
N20W26 _487,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _518,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP2
N20W26 _519,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _520,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _521,0,0,0,0,0,0,0,0,0,0,0,NA,SP2
N20W26 _553,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N20W26 _554,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _555,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _556,0,0,0,0,0,0,0,0,0,0,NA,NA,SP2
N20W26 _588,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _589,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _591,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W26 _592,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N20W27 _444,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N20W27 _445,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,SP2
N20W27 _477,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W27 _478,0,0,0,0,1,0,0,0,0,0,0,NA,SP2
N20W27 _479,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N20W27 _480,0,1,0,0,0,0,1,0,1,NA,NA,NA,SP2
N20W27 _482,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W27 _512,1,0,0,0,1,0,0,0,0,0,1,0,SP2
N20W27 _513,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N20W27 _514,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W27 _517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W27 _548,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N20W27 _552,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N20W27 _583,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N20W28 _437,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N20W28 _439,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W28 _440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W28 _472,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W28 _473,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W28 _508,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N20W28 _509,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W28 _543,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W28 _544,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP2
N20W28 _545,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N20W28 _546,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W28 _613,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W29 _398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W29 _399,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W29 _501,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N20W29 _502,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N20W29 _503,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W29 _536,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W29 _538,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N20W29 _571,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N20W29 _573,0,0,0,0,0,0,0,0,0,0,NA,NA,SP2
N20W29 _574,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W29 _606,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W29 _608,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N20W30 _500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N20W30 _531,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N20W30 _535,0,0,0,0,0,0,0,0,0,0,0,NA,SP2
N20W30 _566,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N20W30 _570,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N20W30 _601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W24 _822,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,SP2
N21W24 _823,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W24 _875,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W24 _876,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W24 _935,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N21W24 _936,0,0,1,0,0,0,1,0,0,0,NA,NA,SP2
N21W24 _937,0,0,0,0,0,0,0,0,0,0,0,0,SP2
N21W24 _938,0,0,0,0,0,1,0,0,0,0,0,NA,SP2
N21W25 _769,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N21W25 _770,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W25 _816,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N21W25 _821,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N21W25 _874,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N21W25 _929,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W25 _930,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W25 _931,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N21W25 _932,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _623,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _626,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _627,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _673,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N21W26 _719,0,0,0,0,0,0,1,0,0,0,0,NA,SP2
N21W26 _720,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _765,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N21W26 _766,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _811,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _812,0,0,0,0,0,0,1,0,0,0,0,NA,SP2
N21W26 _813,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _814,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _864,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N21W26 _865,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP2
N21W26 _866,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N21W26 _867,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP2
N21W26 _921,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP2
N21W26 _924,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP2
N21W28 _658,0,0,0,0,0,1,0,0,0,0,0,NA,SP2
N21W28 _659,0,0,0,0,0,0,0,0,0,0,0,1,SP2
N21W28 _660,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP2
